"","title","authors","keywords","doi"
"128","Non-coding cancer driver candidates identified with a sample- and position-specific model of the somatic mutation rate.","Juul M, Bertl J, Guo Q, Nielsen MM, Switnicki M, Hornshøj H, Madsen T, Hobolth A, Pedersen JS,.","cancer; cancer biology; computational biology; driver detection; human; mutational processes; non-coding mutations; systems biology","10.7554/eLife.21778"
"129","Methods for analyzing observational longitudinal prognosis studies for rheumatic diseases: a review & worked example using a clinic-based cohort of juvenile dermatomyositis patients.","Lim LS,,, Pullenayegum E, Moineddin R, Gladman DD,, Silverman ED,,, Feldman BM,,,,.","Biostatistics; Childhood-onset dermatomyositis; Epidemiology; Longitudinal study","10.1186/s12969-017-0148-2"
"130","Lotka-Volterra pairwise modeling fails to capture diverse pairwise microbial interactions.","Momeni B,, Xie L, Shou W.","Lotka-Volterra equations; community ecology; computational biology; ecology; mathematical modeling; microbial communities; none; systems biology","10.7554/eLife.25051"
"131","A general framework for the regression analysis of pooled biomarker assessments.","Liu Y, McMahan C, Gallagher C.","Monte Carlo maximum likelihood estimation; biomarker pooling; measurement error; pooled biospecimens","10.1002/sim.7291"
"132","Weighted win loss approach for analyzing prioritized outcomes.","Luo X, Qiu J, Bai S, Tian H.","clinical trials; composite end points; contribution index; prioritized outcomes; variance estimation; weighted win ratio","10.1002/sim.7284"
"133","THE GROWTH OF BIOSTATISTICS AND ESTIMATION OF CANCER RISK ESTIMATES: PAST, CURRENT, AND FUTURE CHALLENGES.","Preston DL, Stram DO.","NA","10.1093/rpd/ncw319"
"134","Approaches to expanding the two-arm biased coin randomization to unequal allocation while preserving the unconditional allocation ratio.","Kuznetsova OM, Johnson VP.","biased coin randomization; brick tunnel randomization; imbalance in treatment assignments; preserving unconditional allocation ratio; unequal allocation","10.1002/sim.7290"
"135","Statistical consequences of a successful lung allocation system - recovering information and reducing bias in models for urgency.","Tayob N, Murray S.","correlated follow-up windows; dependent censoring; lung allocation score; multiple imputation; pseudo-observations","10.1002/sim.7283"
"136","Tests for informative cluster size using a novel balanced bootstrap scheme.","Nevalainen J, Oja H, Datta S.","bootstrapping; clustered data; hypothesis testing; informative cluster size; matching","10.1002/sim.7288"
"137","Positive reactions to pairs of allergens associated with polysensitization: analysis of IVDK data with machine-learning techniques.","Adler W, Gefeller O, Uter W.","contact allergy; epidemiology; machine-learning; polysensitization","10.1111/cod.12706"
"138","A scaling approach to record linkage.","Goldstein H,, Harron K, Cortina-Borja M.","correspondence analysis; data linkage; record linkage; scaling","10.1002/sim.7287"
"139","Secondary phenotype analysis in ascertained family designs: application to the Leiden longevity study.","Tissier R, Tsonaka R, Mooijaart SP, Slagboom E, Houwing-Duistermaat JJ,.","ascertainment; family data; genetic association and heritability; mixed models; multivariate probit model","10.1002/sim.7281"
"140","Toxicity-dependent feasibility bounds for the escalation with overdose control approach in phase I cancer trials.","Wheeler GM,, Sweeting MJ, Mander AP.","Bayesian adaptive designs; dose-escalation; maximum tolerated dose; phase I trials","10.1002/sim.7280"
"141","Estimating efficacy in trials with selective crossover.","Brentnall AR, Sasieni P, Cuzick J.","binomial model; causal inference; compliance; proportional hazards model; switching","10.1002/sim.7275"
"142","Firth's logistic regression with rare events: accurate effect estimates and predictions?","Puhr R, Heinze G, Nold M, Lusa L, Geroldinger A.","Jeffreys prior; bias reduction; data augmentation; penalized likelihood; sparse data","10.1002/sim.7273"
"143","Rank-based permutation approaches for non-parametric factorial designs.","Umlauft M, Konietschke F, Pauly M.","Kruskal-Wallis test; Wald-type statistic; factorial designs; heteroscedasticity; non-parametrics; permutation methods; unbalanced designs","10.1111/bmsp.12089"
"144","Interpretable inference on the mixed effect model with the Box-Cox transformation.","Maruo K, Yamaguchi Y, Noma H, Gosho M.","Asymptotics; MMRM; longitudinal data; missingness; model misspecification","10.1002/sim.7279"
"145","Estimating cross-validatory predictive p-values with integrated importance sampling for disease mapping models.","Li L, Feng CX, Qiu S.","MCMC; cross-validation; disease mapping; ghosting method; importance sampling; posterior predictive p-value","10.1002/sim.7278"
"146","Fundamentals in Biostatistics for Research in Pediatric Dentistry: Part I - Basic Concepts.","Garrocho-Rangel JA, Ruiz-Rodríguez MS, Pozos-Guillén AJ.","Biostatistics; Dental Investigation; Evidence-based Dentistry; Pediatric Dentistry","10.17796/1053-4628-41.2.87"
"147","Multivariate simulation framework reveals performance of multi-trait GWAS methods.","Porter HF, O'Reilly PF.","NA","10.1038/srep38837"
"148","Basic Biostatistics and Clinical Medicine.","Banting J, Meriano T.","NA","NA"
"149","Demerelate: calculating interindividual relatedness for kinship analysis based on codominant diploid genetic markers using R.","Kraemer P, Gerlach G.","allele sharing; genotype sharing; heterozygosity; mantel test","10.1111/1755-0998.12666"
"150","Analysis of small sample size studies using nonparametric bootstrap test with pooled resampling method.","Dwivedi AK,, Mallawaarachchi I, Alvarado LA.","bootstrap test; experimental studies; nonparametric test; parametric test; resampling method; small sample size","10.1002/sim.7263"
"151","Subgroup finding via Bayesian additive regression trees.","Sivaganesan S, Müller P, Huang B.","Bayesian analysis; subgroup analysis; utility","10.1002/sim.7276"
"152","Estimating marginal causal effects in a secondary analysis of case-control data.","Persson E, Waernbaum I, Lind T.","design-weighted estimation; matched case-control study; propensity score","10.1002/sim.7277"
"153","Combining biomarkers for classification with covariate adjustment.","Kim S, Huang Y.","area under the ROC curve; biomarker combination; classification; covariate adjustment; receiver operating characteristic curve","10.1002/sim.7274"
"154","Do we consent to rules of consent and confidentiality?","Wegscheider K, Friede T,.","Data sharing; Informed consent; Reproducible research; Research networks; Trust","10.1002/bimj.201600150"
"155","The empirical Bayes estimators of fine-scale population structure in high gene flow species.","Kitada S, Nakamichi R, Kishino H.","Atlantic herring; SNP; empirical Bayes; microsatellite; pairwise FST","10.1111/1755-0998.12663"
"156","Stephen E. Fienberg (1942-2016).","Mejia R.","NA","10.1038/542415a"
"157","Selection of working correlation structure in generalized estimating equations.","Wang YG, Fu L.","empirical likelihood; longitudinal data; model selection; working correlation matrix","10.1002/sim.7262"
"158","Bayesian semiparametric variable selection with applications to periodontal data.","Cai B, Bandyopadhyay D.","centered latent variables; fixed and random effects selection; nonparametric Bayes; probit stick-breaking process; stochastic search","10.1002/sim.7255"
"159","Semiparametric pseudoscore for regression with multidimensional but incompletely observed regressor.","Hu Z, Qin J, Follmann D.","curse of dimensionality; expectation-maximisation; missing at random; nonparametric regression; pseudoscore","10.1002/sim.7253"
"160","Variation of the rates of necrotising enterocolitis in the neonatal networks in England.","Longford NT.","beta distribution; binary outcomes; decision theory; necrotising enterocolitis; neonatal care; verdict","10.1002/sim.7249"
"161","Variable selection in the functional linear concurrent model.","Goldsmith J, Schwartz JE,.","ambulatory blood pressure; functional data; intensive longitudinal data; spline smoothing; variational Bayes; wearable devices","10.1002/sim.7254"
"162","A phylogenetic transform enhances analysis of compositional microbiota data.","Silverman JD,,, Washburne AD,, Mukherjee S,,,,, David LA,,.","Phylogenetics; compositional data; evolutionary biology; genomics; human; infectious disease; metagenomics; microbial evolution; microbiology; microbiome","10.7554/eLife.21887"
"163","Effects of contact network structure on epidemic transmission trees: implications for data required to estimate network structure.","Carnegie NB.","ERGM; assortativity; clustering; epidemic model","10.1002/sim.7259"
"164","Statistical controversies in clinical research: futility analyses in oncology-lessons on potential pitfalls from a randomized controlled trial.","Lesaffre E,, Edelman MJ, Hanna NH, Park K, Thatcher N, Willemsen S, Gaschler-Markefski B, Kaiser R,, Manegold C.","futility analysis; methodology; modelling, biostatistics; non-small cell lung cancer","10.1093/annonc/mdx042"
"165","Spectrum-Malaria: a user-friendly projection tool for health impact assessment and strategic planning by malaria control programmes in sub-Saharan Africa.","Hamilton M,, Mahiane G,, Werst E,, Sanders R,, Briët O,, Smith T,, Cibulskis R, Cameron E, Bhatt S,, Weiss DJ, Gething PW, Pretorius C,, Korenromp EL,.","Health impact; Malaria; Morbidity; Mortality; Policy evaluation; Prevention; Programmes; Strategic planning; Treatment","10.1186/s12936-017-1705-3"
"166","Analysis of categorical moderators in mixed-effects meta-analysis: Consequences of using pooled versus separate estimates of the residual between-studies variances.","Rubio-Aparicio M, Sánchez-Meca J, López-López JA, Botella J, Marín-Martínez F.","between-studies variance; meta-analysis; mixed-effects model; subgroup analysis","10.1111/bmsp.12092"
"167","Detection of individual ploidy levels with genotyping-by-sequencing (GBS) analysis.","Gompert Z, Mock KE.","Populus tremuloides ; Bayesian inference; cytotype; polyploid; population genetics","10.1111/1755-0998.12657"
"168","Spatial and temporal distribution of house infestation by Triatoma infestans in the Toro Toro municipality, Potosi, Bolivia.","Espinoza Echeverria J, Rodriguez AN, Cortez MR, Diotaiuti LG, Gorla DE.","Chagas disease; Environmental variables; House infestation; Triatoma infestans","10.1186/s13071-017-1984-0"
"169","Eddy covariance and biometric measurements show that a savanna ecosystem in Southwest China is a carbon sink.","Fei X,, Jin Y,, Zhang Y, Sha L, Liu Y, Song Q, Zhou W, Liang N, Yu G, Zhang L, Zhou R,, Li J,, Zhang S,,, Li P,,.","NA","10.1038/srep41025"
"170","Genetic algorithm for the optimization of features and neural networks in ECG signals classification.","Li H, Yuan D, Ma X, Cui D, Cao L.","NA","10.1038/srep41011"
"171","Graph-based optimization of epitope coverage for vaccine antigen design.","Theiler J,, Korber B,.","algorithm; antigen; de Bruijn graph; directed acyclic graph; epitope; vaccine","10.1002/sim.7203"
"172","Detection of smoothly distributed spatial outliers, with applications to identifying the distribution of parenchymal hyperinflation following an airway challenge in asthmatics.","Thurman AL, Choi J, Choi S, Lin CL, Hoffman EA,, Lee CH, Chan KS.","asthma; generalized additive model; methacholine challenge; mixture; panel of random fields","10.1002/sim.7216"
"173","Estimation of parametric failure time distributions based on interval-censored data with irregular dependent follow-up.","Zhu Y, Lawless JF, Cotton CA.","dependent interval censoring; estimating function; intermittent observation; inverse-intensity-of-visit weight; outcome-dependent follow-up","10.1002/sim.7234"
"174","Node of Ranvier length as a potential regulator of myelinated axon conduction speed.","Arancibia-Cárcamo IL, Ford MC, Cossell L, Ishida K, Tohyama K,, Attwell D.","axon; conduction speed; myelin; neuroscience; node of Ranvier; rat","10.7554/eLife.23329"
"175","Finding the power to reduce publication bias.","Stanley TD, Doucouliagos H, Ioannidis JP.","meta-analysis; publication bias; random-effects; statistical power; weighted least squares","10.1002/sim.7228"
"176","Generalizability analysis for clinical trials: a simulation study.","Wang W, Ma Y, Huang Y, Chen H.","bias; clinical trial; effect size; generalizability; simulation","10.1002/sim.7238"
